element,sp_num,obs_wl_air,unc_obs_wl,ritz_wl_air,unc_ritz_wl,intens,Aki,log_gf,Acc,Ei,Ek,conf_i,term_i,J_i,conf_k,term_k,J_k,Type
Fe,3,832.4890,0.0020,832.4939,0.0016,72,2.45e+07,0.25,B,24.62408,26.11298,3d56p,7P,2,3d57s,7S,3,
Fe,2,832.53337,0.00004,832.53331,0.00004,500,2.54e+07,0.33,B+,11.2065018,12.6953327,3d65p,6F,9/2,3d66s,4D,7/2,
Fe,2,832.6067,0.0010,832.60882,0.00008,3.2,,,,12.3455088,13.8342047,3d65s,f 4F,9/2,3d65p,2F,7/2,
Fe,1,832.70558,0.00021,832.70549,0.00010,21900,9.57e+05,-1.525,B,2.19786640,3.68638944,3d74s,a 5P,2,3d64s4p,z 5P,1,
Fe,1,832.8947,0.0006,832.89496,0.00022,21,,,,5.58689276,7.0750772,3d64s 5s,e 5D,3,3d64s6p,5F,4,
Fe,1,833.19151,0.00021,833.19136,0.00010,4680,,,,4.38646275,5.87411777,3d74p,z 3G,5,3d75s,e 5F,4,
Fe,1,833.2541,0.0006,833.2544,0.0003,37,,,,6.16536100,7.6529034,3d74p,y 3H,4,,61724e,4,
Fe,2,833.32031,0.00004,833.32026,0.00004,400,1.76e+07,0.17,B+,11.2079078,12.6953327,3d65p,4D,7/2,3d66s,4D,7/2,
Fe,2,833.4201,0.0004,833.41988,0.00006,21,,,,9.7754140,11.2626611,3d65s,e 6D,1/2,3d64p,4P,1/2,
Fe,1,833.4531,0.0006,833.45275,0.00022,11,,,,5.72027099,7.2074595,3d74p,w 5P,3,3d64s4d,5F,3,
Fe,2,833.8838,0.0006,833.88460,0.00010,22,,,,8.6355591,10.1219773,3d64p,y 2F,5/2,3d54s2,2F2,5/2,
Fe,2,833.92711,0.00004,833.92710,0.00004,200,2.06e+07,0.24,B+,11.1638849,12.6502274,3d65p,4F,9/2,3d66s,6D,7/2,
Fe,1,833.94034,0.00021,833.94018,0.00010,1860,,,,4.43461275,5.92093198,3d74p,z 3G,4,3d75s,e 5F,3,
Fe,1,834.0503,0.0006,834.05018,0.00016,48,,,,5.06740926,6.55353246,3d8,3P,2,3d74p,t 3D,1,
Fe,1,834.2202,0.0006,834.22048,0.00010,36,,,,2.94879294,4.43461275,3d64s2,b 3G,5,3d74p,z 3G,4,
Fe,1,834.28566,0.00021,834.28565,0.00010,60,,,,4.98804995,6.47375371,3d64s4p,x 5D,2,3d64s 5s,g 5D,1,
Fe,1,834.3707,0.0010,834.37136,0.00022,19,,,,5.72027099,7.2058221,3d74p,w 5P,3,3d64s4d,5F,4,
Fe,5,834.4,0.3,834.27,0.06,20,1.63e-01,,B,3.16512,4.65085,3d4,3H,6,3d4,1I,6,M1
Fe,1,834.90444,0.00021,834.90449,0.00010,58,,,,0.91460217,2.39920471,3d74s,a 5F,4,3d64s4p,z 7D,5,
Fe,2,835.28284,0.00007,835.28279,0.00006,130,1.95e+07,-0.39,B+,9.9616418,11.4455720,3d65s,e 4D,1/2,3d65p,4P,1/2,
Fe,2,835.4274,0.0010,835.42714,0.00007,3.4,,,,13.6814580,15.1651318,3d54s4p,4H,13/2,3d66s,2H,11/2,
Fe,2,835.63859,0.00004,835.63859,0.00004,220,4.8e+06,-0.39,B+,11.1669291,12.6502274,3d64p,4G,9/2,3d66s,6D,7/2,
Fe,2,835.72393,0.00004,835.72402,0.00004,700,1.60e+07,0.003,B+,9.7359140,11.2190607,3d65s,e 6D,5/2,3d65p,6F,5/2,
Fe,1,835.8522,0.0014,835.85203,0.00010,47,,,,2.99035244,4.47327202,3d64s2,b 3G,4,3d74p,z 3G,3,
Fe,3,835.9221,0.0020,835.9256,0.0015,120,3.36e+07,0.39,B,24.63019,26.11298,3d56p,7P,3,3d57s,7S,3,
Fe,1,836.07951,0.00021,836.07935,0.00010,479,,,,4.47327202,5.95578840,3d74p,z 3G,3,3d75s,e 5F,2,
Fe,5,,,836.42,0.04,,1.34e-01,,C+,3.09623,4.57814,3d4,3P2,1,3d4,3D,1,M1
Fe,1,836.56330,0.00021,836.56315,0.00010,560,1.69e+05,-1.906,C,3.25148176,4.73314079,3d74s,a 3D,3,3d74p,y 3D,3,
Fe,2,836.57495,0.00005,836.57771,0.00005,500,1.34e+07,-0.25,B+,11.2321638,12.7137971,3d65p,6F,3/2,3d66s,6D,3/2,
Fe,2,836.6623,0.0003,836.66249,0.00006,10,6.e+05,-1.6,E,12.0893786,13.5708617,3d65s,4P,5/2,3d65p,4P,3/2,
Fe,2,836.7026,0.0002,836.70279,0.00006,110,,,,5.24885175,6.73026350,3d64p,z 6F,5/2,3d54s2,b 4G,7/2,
Fe,1,837.21133,0.00021,837.21118,0.00022,302,,,,5.79264615,7.2731583,3d74p,u 5D,4,,58661e,4,
Fe,2,837.55268,0.00005,837.55269,0.00005,90,9.3e+06,-0.23,B+,11.2079078,12.6878163,3d65p,4D,7/2,3d66s,6D,5/2,
Fe,2,837.6614,0.0004,837.66238,0.00012,12,2.9e+05,-1.38,D+,11.4601196,12.9398343,3d54s4p,6F,11/2,3d65d,6G,13/2,
Fe,2,837.95968,0.00011,837.95973,0.00006,26,,,,12.7189170,14.1981066,3d65s,f 4G,11/2,3d65p,2H,11/2,
Fe,2,838.52638,0.00009,838.52630,0.00006,120,7.5e+06,-0.80,C+,9.7607579,11.2389481,3d65s,e 6D,3/2,3d65p,6F,1/2,
Fe,2,838.67380,0.00014,838.67381,0.00006,19,,,,12.3766049,13.8545352,3d65s,f 4F,5/2,3d65p,2G,7/2,
Fe,2,,,838.71817,0.00015,,1.52e-01,-7.892,C+,2.67577925,4.15363129,3d64s,a 4H,9/2,3d64s,c 2G,7/2,M1
Fe,1,838.77719,0.00021,838.77711,0.00010,26300,6.09e+05,-1.493,B,2.17594512,3.65369332,3d74s,a 5P,3,3d64s4p,z 5P,2,
Fe,2,838.79115,0.00006,838.79104,0.00005,60,5.4e+06,-0.64,C+,11.3073311,12.7850548,3d65p,4D,1/2,3d66s,4D,3/2,
Fe,2,839.0822,0.0005,839.08285,0.00006,10,,,,12.3883229,13.8655327,3d65s,f 4F,3/2,3d65p,2F,5/2,
Fe,2,839.2710,0.0002,839.27284,0.00005,12,,,,12.3766049,13.8534803,3d65s,f 4F,5/2,3d65p,4H,7/2,
Fe,2,839.6187,0.0004,839.61582,0.00004,10,2.7e+04,-2.6,D,11.2190607,12.6953327,3d65p,6F,5/2,3d66s,4D,7/2,
Fe,2,839.6654,0.0010,839.66561,0.00013,25,,,,6.2169162,7.6931007,3d64s,c 4F,5/2,3d54s4p,y 6P,5/2,
Fe,1,839.7134,0.0011,839.7134,0.0003,51,,,,5.84852446,7.3246249,3d74p,u 5D,0,,59077e,1,
Fe,2,839.7946,0.0006,839.79426,0.00006,5,,,,13.7211983,15.1971567,3d65p,2H,11/2,3d66s,2H,9/2,
Fe,2,839.86002,0.00005,839.86002,0.00005,100,9.6e+06,-0.21,B+,11.2700245,12.7458673,3d65p,4D,3/2,3d66s,4D,5/2,
Fe,2,840.01893,0.00004,840.01894,0.00004,170,1.18e+07,-0.13,B+,11.2703037,12.7458673,3d65p,4P,5/2,3d66s,4D,5/2,
Fe,2,840.1134,0.0007,840.11508,0.00009,26,,,,8.9918996,10.4672943,3d64p,w 4D,3/2,3d64d,6P,3/2,
Fe,1,840.13995,0.00021,840.13994,0.00016,224,,,,2.48437256,3.95972364,3d64s2,a 3P2,0,3d64s4p,z 3D,1,
Fe,2,840.2292,0.0008,840.2290,0.0003,4,4.2e+04,-2.21,D+,11.4271793,12.9023740,3d54s4p,x 4H,11/2,3d64d,4I,13/2,
Fe,2,840.2952,0.0002,840.2944,0.0016,12,,,,11.6729127,13.1479926,3d54s4p,w 4G,9/2,3d64d,2H,11/2,
Fe,2,840.2952,0.0002,840.2963,0.0021,12,,,,11.417586,12.8926628,3d54s4p,x 4H,7/2,3d64d,4H,7/2,
Fe,2,840.42622,0.00019,840.42598,0.00005,19,2.0e+06,-1.06,D+,11.2389481,12.7137971,3d65p,6F,1/2,3d66s,6D,3/2,
Fe,2,,,841.17412,0.00016,,2.3e-02,-8.61,E,2.67577925,4.14931647,3d64s,a 4H,9/2,3d64s,c 2G,9/2,M1
Fe,1,841.4088,0.0006,841.40854,0.00010,41,,,,4.47327202,5.94639870,3d74p,z 3G,3,3d75s,e 3F,4,
Fe,2,841.5543,0.0007,841.55579,0.00008,23,1.2e+06,-1.30,D+,9.9616418,11.4345108,3d65s,e 4D,1/2,3d65p,4P,3/2,
Fe,3,841.6500,0.0020,841.6471,0.0017,120,4.30e+07,0.50,B,24.64027,26.11298,3d56p,7P,4,3d57s,7S,3,
Fe,2,841.8115,0.0011,841.81069,0.00008,5,,,,9.0076893,10.4801123,3d64p,w 4D,7/2,3d64d,e 6G,9/2,
Fe,1,841.9278,0.0006,841.9279,0.0003,95,,,,6.18068544,7.6529034,3d74p,v 3G,3,,61724e,4,
Fe,2,842.05606,0.00006,842.05609,0.00004,250,1.03e+07,-0.06,B+,9.7359140,11.2079078,3d65s,e 6D,5/2,3d65p,4D,7/2,
Fe,2,842.1125,0.0003,842.11326,0.00006,28,1.8e+04,-2.7,D,12.1870155,13.6589094,3d65s,e 4H,11/2,3d65p,4F,9/2,
Fe,2,842.2446,0.0006,842.2421,0.0005,10,,,,11.4209940,12.8926628,3d54s4p,x 4H,9/2,3d64d,4H,7/2,
Fe,2,842.2446,0.0006,842.24508,0.00010,10,,,,11.4256589,12.8973225,3d54s4p,6F,7/2,3d65d,4F,5/2,
Fe,1,842.29136,0.00021,842.29127,0.00010,178,,,,4.14264893,5.61423177,3d8,c 3F,3,3d64s4p,x 3D,2,
Fe,2,842.39253,0.00004,842.39255,0.00005,700,2.28e+07,-0.01,B+,9.7607579,11.2321638,3d65s,e 6D,3/2,3d65p,6F,3/2,
Fe,1,842.41401,0.00021,842.41413,0.00010,195,,,,4.95563019,6.42699840,3d64s4p,x 5D,3,3d64s 4d,e 5P,3,
Fe,2,842.6100,0.0007,842.60996,0.00014,6,,,,13.9288936,15.3999198,3d54s4p,4G,11/2,3d65d,4H,13/2,
Fe,2,843.42718,0.00006,843.42896,0.00008,330,,,,8.2663161,9.7359140,3d64p,y 4H,7/2,3d65s,e 6D,5/2,
Fe,1,843.4493,0.0006,843.44874,0.00010,55,,,,5.00952178,6.47908516,3d64s4p,x 5D,1,3d64s 5s,g 5D,0,
Fe,2,843.6134,0.0003,843.61451,0.00005,10,,,,12.1665863,13.6358609,3d65s,e 4H,13/2,3d54s4p,4H,11/2,
Fe,2,843.7624,0.0004,843.76396,0.00016,40,,,,10.1219773,11.5909917,3d54s2,2F2,5/2,3d64p,u 4F,7/2,
Fe,2,843.91266,0.00005,843.91261,0.00005,120,9.3e+06,-0.23,B+,11.2190607,12.6878163,3d65p,6F,5/2,3d66s,6D,5/2,
Fe,1,843.95715,0.00021,843.95707,0.00010,1170,,,,4.54850612,6.01718438,3d74p,y 3F,4,3d75s,e 3F,3,
Fe,1,844.63839,0.00021,844.63844,0.00010,186,,,,4.98804995,6.45554341,3d64s4p,x 5D,2,3d64s 4d,e 5P,2,
Fe,1,844.6568,0.0006,844.65750,0.00010,52,,,,4.91297355,6.38043390,3d64s4p,x 5D,4,3d64s 4d,f 5F,4,
Fe,1,844.7639,0.0011,844.76363,0.00010,21,,,,0.95815732,2.42543332,3d74s,a 5F,3,3d64s4p,z 7D,4,
Fe,2,845.10146,0.00004,845.10148,0.00005,500,4.8e+06,-0.29,B+,9.7002396,11.1669291,3d65s,e 6D,7/2,3d64p,4G,9/2,
Fe,1,846.5198,0.0011,846.51986,0.00010,25,,,,5.00952178,6.47375371,3d64s4p,x 5D,1,3d64s 5s,g 5D,1,
Fe,1,846.6112,0.0011,846.61097,0.00010,18,,,,4.98804995,6.45212430,3d64s4p,x 5D,2,3d64s 5s,e 3D,1,
Fe,1,846.6531,0.0011,846.65342,0.00010,54,,,,4.14264893,5.60664989,3d8,c 3F,3,3d64s4p,x 3D,3,
Fe,1,846.84069,0.00022,846.84060,0.00010,6800,2.63e+05,-2.072,B,2.22271209,3.68638944,3d74s,a 5P,1,3d64s4p,z 5P,1,
Fe,2,846.85908,0.00005,846.8582,0.0005,310,,,,11.4209940,12.8846409,3d54s4p,x 4H,9/2,3d64d,4G,7/2,
Fe,2,846.85908,0.00005,846.85918,0.00005,310,1.92e+07,0.31,B+,9.7002396,11.1638849,3d65s,e 6D,7/2,3d65p,4F,9/2,
Fe,2,846.92345,0.00004,846.92346,0.00005,500,3.32e+07,-0.15,B+,9.7754140,11.2389481,3d65s,e 6D,1/2,3d65p,6F,1/2,
Fe,2,847.0370,0.0006,847.03655,0.00009,40,4.7e+04,-2.5,D,6.72932284,8.1926616,3d54s2,b 4G,5/2,3d64p,x 4G,5/2,
Fe,2,847.1102,0.0011,847.11026,0.00005,20,3.5e+06,-0.3,E,12.2056752,13.6688867,3d65s,e 4H,9/2,3d65p,2I,11/2,
Fe,1,847.17438,0.00022,847.17429,0.00010,209,,,,4.95563019,6.41873101,3d64s4p,x 5D,3,3d64s 5s,g 5D,3,
Fe,2,847.7043,0.0002,847.70724,0.00009,80,,,,7.4942595,8.9564405,3d54s2,c 4D,5/2,3d64p,w 4F,5/2,
Fe,3,847.7128,0.0020,847.7134,0.0017,120,2.73e+07,0.31,B,24.62408,26.08625,3d56p,7P,2,3d56d,7D,3,
Fe,3,847.9708,0.0020,847.9722,0.0017,190,6.36e+07,0.54,B,24.62408,26.08580,3d56p,7P,2,3d56d,7D,2,
Fe,2,,,847.98664,0.00016,,1.27e-01,-7.960,C+,2.69193206,4.15363129,3d64s,a 4H,7/2,3d64s,c 2G,7/2,M1
Fe,1,848.0631,0.0006,848.06335,0.00010,87,,,,4.98804995,6.44961696,3d64s4p,x 5D,2,3d64s 4d,e 5P,1,
Fe,3,848.1378,0.0020,848.1377,0.0022,190,9.50e+07,0.49,B,24.62408,26.08552,3d56p,7P,2,3d56d,7D,1,
Fe,1,848.19813,0.00022,848.19804,0.00010,112,,,,4.18636440,5.64769932,3d8,c 3F,2,3d64s4p,x 3D,1,
Fe,5,,,848.27,0.04,,7.0e-04,,D+,3.09623,4.55744,3d4,3P2,1,3d4,3D,2,M1+E2
Fe,2,,,848.96920,0.00013,,4.18e-03,-9.567,C,1.96448604,3.42449356,3d7,a 2G,9/2,3d64s,a 2F,5/2,E2
Fe,2,849.01022,0.00004,849.01021,0.00005,1200,1.75e+07,0.18,B+,9.7359140,11.1958510,3d65s,e 6D,5/2,3d65p,6F,7/2,
Fe,2,849.06915,0.00004,849.06913,0.00005,900,2.95e+07,0.50,B+,11.1491737,12.6090094,3d65p,6F,11/2,3d66s,6D,9/2,
Fe,1,849.3256,0.0006,849.32498,0.00010,214,,,,4.60695104,6.06634697,3d64s4p,y 5P,2,3d75s,e 3F,2,
Fe,1,849.3796,0.0014,849.37946,0.00010,45,,,,4.95563019,6.41493251,3d64s4p,x 5D,3,3d64s 5s,e 3D,2,
Fe,1,849.69900,0.00022,849.69891,0.00010,760,,,,4.60759327,6.06634697,3d74p,y 3F,3,3d75s,e 3F,2,
Fe,2,849.8779,0.0004,849.87683,0.00009,16,,,,12.7458673,14.2043157,3d66s,4D,5/2,3d65p,4H,7/2,
Fe,2,849.96157,0.00004,849.96165,0.00006,1300,2.27e+07,0.17,B+,9.7607579,11.2190607,3d65s,e 6D,3/2,3d65p,6F,5/2,
Fe,2,850.2714,0.0008,850.2705,0.0005,8,,,,11.4209940,12.8787670,3d54s4p,x 4H,9/2,3d64d,4H,9/2,
Fe,2,850.2714,0.0008,850.27200,0.00022,8,,,,11.5712658,13.0290363,3d64p,u 4F,3/2,3d64d,4P,1/2,
Fe,2,850.40012,0.00004,850.40009,0.00004,240,9.3e+06,-0.09,B+,11.2377818,12.6953327,3d65p,4D,5/2,3d66s,4D,7/2,
Fe,2,850.44962,0.00016,850.44943,0.00005,29,,,,12.3597808,13.8172472,3d65s,f 4F,7/2,3d65p,2G,9/2,
Fe,2,,,850.49725,0.00016,,1.59e-02,-8.763,C,2.69193206,4.14931647,3d64s,a 4H,7/2,3d64s,c 2G,9/2,M1
Fe,2,850.5313,0.0005,850.53126,0.00005,13,2.6e+04,-2.8,D,11.2885412,12.7458673,3d65p,4P,3/2,3d66s,4D,5/2,
Fe,2,850.86770,0.00004,850.86772,0.00007,600,1.44e+07,-0.20,B+,9.7754140,11.2321638,3d65s,e 6D,1/2,3d65p,6F,3/2,
Fe,3,850.9061,0.0020,850.9097,0.0017,300,5.87e+07,0.76,B,24.63019,26.08687,3d56p,7P,3,3d56d,7D,4,
Fe,3,851.2720,0.0020,851.2720,0.0016,190,5.86e+07,0.65,B,24.63019,26.08625,3d56p,7P,3,3d56d,7D,3,
Fe,1,851.40716,0.00022,851.40714,0.00010,5200,1.09e+05,-2.229,B,2.19786640,3.65369332,3d74s,a 5P,2,3d64s4p,z 5P,2,
Fe,2,851.51076,0.00004,851.50917,0.00008,400,1.0e+06,-1.21,D+,11.2321638,12.6878163,3d65p,6F,3/2,3d66s,6D,5/2,
Fe,1,851.5108,0.0015,851.51092,0.00010,1050,1.11e+05,-2.073,B,3.01762252,4.47327202,3d64s2,b 3G,3,3d74p,z 3G,3,
Fe,3,851.5288,0.0020,851.5330,0.0017,120,3.12e+07,0.23,B,24.63019,26.08580,3d56p,7P,3,3d56d,7D,2,
Fe,2,852.1512,0.0006,852.15094,0.00004,9,1.3e+05,-2.06,D+,11.2913111,12.7458673,3d65p,4F,5/2,3d66s,4D,5/2,
Fe,2,852.1946,0.0007,852.19562,0.00013,11,,,,12.7752353,14.2297153,3d65s,f 4G,7/2,3d65p,2H,9/2,
Fe,2,852.25627,0.00005,852.25628,0.00008,150,6.2e+06,-0.27,B+,11.1958510,12.6502274,3d65p,6F,7/2,3d66s,6D,7/2,
Fe,1,852.5029,0.0011,852.50265,0.00010,25,,,,4.58438864,6.03834476,3d74s,d 3F,3,3d64s4p,y 1G,4,
Fe,1,852.66684,0.00022,852.66690,0.00010,500,1.77e+06,-0.760,C,4.91297355,6.36664959,3d64s4p,x 5D,4,3d64s 5s,g 5D,4,
Fe,1,852.7853,0.0006,852.78524,0.00010,60,,,,5.02027939,6.47375371,3d64s4p,x 5D,0,3d64s 5s,g 5D,1,
Fe,2,853.7814,0.0009,853.78213,0.00007,12,,,,11.4405332,12.8923104,3d64p,4P,5/2,3d65s,e 2G,7/2,
Fe,1,853.80147,0.00022,853.80153,0.00010,123,,,,4.91297355,6.36471779,3d64s4p,x 5D,4,3d64s 4d,e 7G,4,
Fe,2,855.16346,0.00007,855.16347,0.00006,90,,,,12.7486745,14.1981066,3d65s,f 4G,9/2,3d65p,2H,11/2,
Fe,2,855.50978,0.00016,855.50983,0.00006,50,3.7e+06,-0.3,E,12.1870155,13.6358609,3d65s,e 4H,11/2,3d54s4p,4H,11/2,
Fe,2,855.7085,0.0005,855.7094,0.0004,50,,,,7.2693948,8.7179023,3d64s,d 2G,9/2,3d64p,x 2G,9/2,
Fe,2,855.7085,0.0005,855.71018,0.00009,50,,,,12.8156139,14.2641201,3d64f,2[3],5/2,3d66d,6P,5/2,
Fe,1,855.9741,0.0011,855.97380,0.00016,24,,,,5.10547240,6.55353246,3d8,3P,1,3d74p,t 3D,1,
Fe,1,856.2106,0.0006,856.21037,0.00010,72,,,,4.47327202,5.92093198,3d74p,z 3G,3,3d75s,e 5F,3,
Fe,3,856.3490,0.0020,856.3472,0.0022,710,9.29e+07,1.05,B,24.64027,26.08770,3d56p,7P,4,3d56d,7D,5,
Fe,1,856.7790,0.0011,856.77898,0.00010,16,,,,4.91297355,6.35967275,3d64s4p,x 5D,4,3d64s 5s,e 3D,3,
Fe,3,856.8419,0.0020,856.8389,0.0017,190,3.48e+07,0.54,B,24.64027,26.08687,3d56p,7P,4,3d56d,7D,4,
Fe,2,857.0099,0.0003,857.00814,0.00008,26,,,,11.4510101,12.8973225,3d54s4p,v 4F,3/2,3d65d,4F,5/2,
Fe,1,857.0099,0.0006,857.00946,0.00016,71,,,,5.64241573,7.08872587,3d64s 5s,e 5D,1,3d64s6p,7F,1,
Fe,2,857.08332,0.00008,857.08352,0.00006,80,,,,12.1665863,13.6127714,3d65s,e 4H,13/2,3d54s4p,4H,11/2,
Fe,1,857.18047,0.00022,857.18045,0.00010,162,,,,5.00952178,6.45554341,3d64s4p,x 5D,1,3d64s 4d,e 5P,2,
Fe,2,857.2438,0.0009,857.24285,0.00009,7,,,,12.8182037,14.2641201,3d64f,2[3],7/2,3d66d,6P,5/2,
Fe,2,,,857.48543,0.00018,,4.82e-02,-8.371,C,2.52186911,3.96737644,3d7,a 2H,11/2,3d7,b 2F,7/2,E2
Fe,2,,,857.52244,0.00024,,1.58e-03,-9.68,E,2.63486052,4.0803055,3d64s,a 4H,13/2,3d64s,a 2I,11/2,M1
Fe,2,857.7124,0.0005,857.71260,0.00005,11,7.0e+05,-1.11,D+,11.1638849,12.6090094,3d65p,4F,9/2,3d66s,6D,9/2,
Fe,2,857.7124,0.0005,857.71304,0.00007,11,,,,6.72932284,8.1744466,3d54s2,b 4G,5/2,3d64p,x 4G,7/2,
Fe,5,,,857.90,0.05,,1.74e-01,,B,3.09122,4.53604,3d4,3H,4,3d4,1G2,4,M1
Fe,1,858.22568,0.00022,858.22581,0.00010,710,7.40e+04,-2.133,C,2.99035244,4.43461275,3d64s2,b 3G,4,3d74p,z 3G,4,
Fe,2,858.2520,0.0008,858.24939,0.00022,50,,,,7.2736817,8.7179023,3d64s,d 2G,7/2,3d64p,x 2G,9/2,
Fe,2,858.41993,0.00008,858.42007,0.00007,80,,,,13.7211983,15.1651318,3d65p,2H,11/2,3d66s,2H,11/2,
Fe,1,858.4795,0.0011,858.47933,0.00010,27,,,,5.00952178,6.45335558,3d64s4p,x 5D,1,3d64s 5s,g 5D,2,
Fe,2,858.54403,0.00012,858.54369,0.00004,60,3.8e+06,-0.47,C+,11.2065018,12.6502274,3d65p,6F,9/2,3d66s,6D,7/2,
Fe,2,859.2831,0.0007,859.28274,0.00007,16,1.0e+05,-2.16,D+,11.3033835,12.7458673,3d65p,w 6P,7/2,3d66s,4D,5/2,
Fe,1,859.29502,0.00022,859.29507,0.00010,251,,,,4.95563019,6.39809335,3d64s4p,x 5D,3,3d64s 4d,f 5F,3,
Fe,2,859.45390,0.00017,859.45368,0.00005,34,2.4e+04,-2.5,D,12.1665863,13.6087832,3d65s,e 4H,13/2,3d65p,4I,11/2,
Fe,2,859.5230,0.0003,859.52321,0.00005,22,1.9e+05,-1.68,D+,11.1669291,12.6090094,3d64p,4G,9/2,3d66s,6D,9/2,
Fe,2,859.65795,0.00009,859.65795,0.00007,70,,,,13.7553024,15.1971567,3d65p,2H,9/2,3d66s,2H,9/2,
Fe,2,859.70361,0.00004,859.70356,0.00005,250,1.6e+07,0.40,D,12.1870155,13.6287933,3d65s,e 4H,11/2,3d65p,2I,13/2,
Fe,1,859.88297,0.00022,859.88280,0.00010,490,6.69e+05,-1.088,B,4.38646275,5.82793998,3d74p,z 3G,5,3d75s,e 5F,5,
Fe,2,,,860.04854,0.00016,,1.090e-01,-7.771,C+,2.63486052,4.07605998,3d64s,a 4H,13/2,3d64s,a 2I,13/2,M1
Fe,2,860.55043,0.00010,860.55037,0.00005,60,,,,12.1870155,13.6273745,3d65s,e 4H,11/2,3d65p,4I,9/2,
Fe,1,860.7080,0.0006,860.70803,0.00010,81,,,,5.00952178,6.44961696,3d64s4p,x 5D,1,3d64s 4d,e 5P,1,
Fe,1,861.06114,0.00022,861.06091,0.00010,200,,,,4.43461275,5.87411777,3d74p,z 3G,4,3d75s,e 5F,4,
Fe,1,861.18034,0.00022,861.18033,0.00010,4680,1.27e+06,-1.850,C+,2.84504259,4.28434800,3d74s,b 3P,1,3d64s4p,z 3P,0,
Fe,1,861.39404,0.00022,861.39395,0.00010,182,,,,4.98804995,6.42699840,3d64s4p,x 5D,2,3d64s 4d,e 5P,3,
Fe,1,861.62790,0.00022,861.62803,0.00010,263,,,,4.91297355,6.35153108,3d64s4p,x 5D,4,3d64s 4d,e 7G,5,
Fe,1,861.6474,0.0006,861.64816,0.00010,138,,,,3.54652001,4.98504395,3d74s,a 1D,2,3d54s24p,y 7P,3,
Fe,2,861.6950,,861.69498,0.00007,:,3.20e-02,-8.670,C+,0.23217279,1.67061856,3d7,a 4F,9/2,3d7,a 4P,5/2,E2
Fe,2,861.9990,0.0014,861.99712,0.00022,27,,,,7.4942595,8.9322010,3d54s2,c 4D,5/2,3d64p,w 4P,3/2,
Fe,1,862.16001,0.00022,862.16007,0.00010,550,3.89e+04,-2.321,D+,2.94879294,4.38646275,3d64s2,b 3G,5,3d74p,z 3G,5,
Fe,2,862.6717,0.0003,862.67140,0.00006,22,,,,12.2815138,13.7183314,3d65s,4P,1/2,3d65p,4D,3/2,
Fe,1,863.2414,0.0011,863.24133,0.00011,68,,,,4.10337372,5.53924278,3d74p,y 5D,4,3d64s 5s,e 5D,4,
Fe,2,863.51905,0.00016,863.51907,0.00008,40,,,,12.2829242,13.7183314,3d65s,2P,3/2,3d65p,4D,3/2,
Fe,2,865.1825,0.0003,865.18274,0.00005,18,3.5e+05,-1.4,E,12.1870155,13.6196626,3d65s,e 4H,11/2,3d54s4p,4G,9/2,
Fe,2,865.2506,0.0003,865.25065,0.00019,100,,,,10.4996322,11.9321669,3d64d,f 4D,7/2,3d54s4p,2H,9/2,
Fe,2,865.6677,0.0006,865.66992,0.00007,25,,,,10.3076133,11.7394541,3d64d,e 6F,7/2,3d54s4p,6P,5/2,
Fe,1,865.6678,0.0011,865.66745,0.00011,22,,,,5.02027939,6.45212430,3d64s4p,x 5D,0,3d64s 5s,e 3D,1,
Fe,1,866.18994,0.00023,866.18993,0.00011,20900,5.16e+05,-1.537,C+,2.22271209,3.65369332,3d74s,a 5P,1,3d64s4p,z 5P,2,
Fe,1,866.3715,0.0006,866.37166,0.00011,105,,,,4.98804995,6.41873101,3d64s4p,x 5D,2,3d64s 5s,g 5D,3,
Fe,2,866.6719,0.0003,866.67179,0.00006,21,3.4e+06,-0.3,E,12.2056752,13.6358609,3d65s,e 4H,9/2,3d54s4p,4H,11/2,
Fe,2,866.7008,0.0010,866.70282,0.00023,60,,,,6.1380760,7.5682105,3d64s,c 4P,3/2,3d64p,z 4G,5/2,
Fe,2,867.03973,0.00011,867.03979,0.00005,80,1.2e+07,0.04,E,12.2056752,13.6352538,3d65s,e 4H,9/2,3d65p,4G,7/2,
Fe,2,867.1858,0.0004,867.18766,0.00023,70,,,,6.1380760,7.5674109,3d64s,c 4P,3/2,3d64p,y 4P,1/2,
Fe,1,867.1859,0.0006,867.18600,0.00011,24,,,,5.02027939,6.44961696,3d64s4p,x 5D,0,3d64s 4d,e 5P,1,
Fe,2,867.3425,0.0006,867.34212,0.00014,12,,,,12.7752353,14.2043157,3d65s,f 4G,7/2,3d65p,4H,7/2,
Fe,1,867.47459,0.00023,867.47457,0.00011,6900,6.17e+05,-1.680,C,2.83159117,4.26045326,3d74s,b 3P,2,3d64s4p,z 3P,1,
Fe,2,867.85640,0.00004,867.85630,0.00009,2000,,,,12.7189170,14.1471506,3d65s,f 4G,11/2,3d65p,4H,13/2,
Fe,2,867.85640,0.00004,867.85705,0.00009,2000,3.3e+04,-2.7,D,7.4942595,8.9224918,3d54s2,c 4D,5/2,3d64p,w 4P,5/2,
Fe,1,867.9635,0.0006,867.96321,0.00011,62,,,,4.96581946,6.39387714,3d54s24p,y 7P,2,3d64s 4d,e 7S,3,
Fe,2,868.0492,0.0005,868.05019,0.00007,21,,,,12.7189170,14.1468316,3d65s,f 4G,11/2,3d65p,4H,11/2,
